Blog	groups	ashtray	stretching	sum	indians	adventure	rightly	cell	reviewing	tstyle	reverse	statements	chilling	existent	sleepy	fortunately	typically	settle	exit	lone	behave	compositions	bastards	canned	pagination	jacob	reflective	legit	eleven	exclusively	spending	rival	wings	license	norm	encourage	haircut	emerge	actors	beg	honored	closet	outfits	pr	collector	whore	teenagers	leisure	mob	ali	marry	hopeful	jobs	knocking	westerns	pleased	females	elliot	someday	cutting	ken	historic	harris	meditation	insane	chant	myth	challenge	passive	longing	curse	lenny	jewelry	ducks	supreme	joan	graduation	nigel	recordings	pedal	security	tale	butter	redhead	spice	oklahoma	html	ringing	combine	army	sentiments	funk	cuff	violence	orbit	producer	ariel	switched	snakes	careless	equation	arriving	larger	syd	trivia	sharp	quit	critic	benefits	norton	colbert	glen	industry	clue	appeared	rivers	shaking	recipe	expanded	undoubtedly	endings	dancer	sailing	viewed	jurado	drove	kil	sheen	cassettes	steam	twigs	rockabilly	pummeling	reminder	sensibility	practically	lame	grande	resulting	chatter	afghan	remembering	breathtaking	carl	alps	happiness	buying	carrie	careers	dual	bucks	origins	quintessential	infinite	andrews	sunny	tower	chapters	ipod	immortal	ma	historically	cinema	escaped	abuse	powered	eric	argue	lip	approaches	schools	cramps	ash	blogged	gentleman	caring	downs	cos	appropriate	attempting	accepting	mo	eliminate	polar	cornell	flash	christian	leaning	electricity	strongly	grief	polite	responsible	rebellion	fake	rides	implies	ha	melvins	remove	plethora	gained	bundle	mc	crashed	astronaut	celebrate	fists	patient	knowledge	pulled	wives	symphony	laundry	instinct	spiritualized	mister	allow	landed	minority	futuristic	catches	surprises	claimed	index	railroad	fictional	luke	importance	aquarium	daddy	neighbors	fourteen	dime	kim	sports	delay	loser	slower	kramer	gutter	grinding	pro	gods	vocabulary	movies	goal	mondays	birth	mould	partnership	skinny	upcoming	grandfather	delivering	groundbreaking	jacuzzi	skills	announcement	insanely	sprawling	lucas	discography	served	humming	ashley	idiots	crows	truckers	subsequently	amused	effortlessly	haze	additions	flourishes	mccarthy	heath	execution	formed	tons	analysis	winding	percentage	evokes	donuts	impress	outlet	zone	surviving	julian	complain	wheels	palace	edward	shaped	ratio	tones	ry	cred	trapped	puppets	simpson	insert	consume	zeppelin	virtue	eps	nostalgic	alaska	bend	swallowed	accidentally	hallelujah	russia	directed	misery	greg	bizarre	dean	exhausting	eccentric	formerly	clicks	accurate	crashes	mod	rarity	goodies	kenny	shannon	pros	categories	majority	audible	cosmic	euro	proven	product	remedy	elliott	problematic	amongst	slate	blew	expert	tribe	circus	vox	iris	ny	ye	crushed	cartoon	parties	university	hyper	sidewalk	jan	trials	promised	wisconsin	grape	victims	matched	graphic	booker	umbrella	eternal	junior	swamp	oil	drake	originality	apartment	potter	marianne	explosive	dum	lily	chromatics	magnet	disgusting	pockets	stanley	assured	oldham	illustrated	legend	ads	logo	continent	noir	respond	tribal	sites	barnes	delivery	impression	health	info	chairs	los	straw	directors	desk	simone	thin	cheaper	thrive	allen	maiden	elite	ab	combined	venue	jonny	nothings	emergency	axis	studied	necessity	bush	confirm	newest	walker	shades	windows	realistic	handy	mystic	correct	palmer	eden	sans	observed	coachella	gimmick	fashioned	traded	titus	ellis	couch	bean	bursts	labor	quietly	featured	tease	species	louise	guessed	reviewer	experimental	ms	overhead	breakdown	drifting	amy	finest	northwest	babes	lonesome	owls	korea	bow	swords	confidence	suzanne	observations	trumpet	pile	hating	reflects	websites	horribly	cheating	sufjan	intensity	advantage	engage	zombie	laced	moore	wears	tremendous	winners	songwriters	concise	temptation	entering	jefferson	casey	veteran	coincidentally	distorted	riding	worlds	germans	lang	manning
Chantelle Swain A2 Media Studies	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Tremagazine	8	0	0	9	0	0	0	1	0	0	0	0	0	0	1	1	6	2	7	3	0	0	6	0	0	0	0	0	1	2	5	7	0	0	0	0	0	0	1	0	2	0	0	0	1	0	3	0	2	1	1	0	1	0	0	3	1	10	1	0	0	6	17	0	3	0	0	2	0	1	0	0	3	0	0	3	2	0	5	0	3	4	0	3	0	4	3	1	1	8	3	2	0	0	0	2	2	0	0	1	0	2	5	0	0	4	1	1	1	0	1	5	2	0	6	0	1	3	0	0	3	0	0	1	1	5	3	0	1	3	0	0	0	5	1	0	0	1	0	0	3	0	0	12	4	3	1	0	2	0	0	0	0	5	3	3	14	2	7	0	111	0	3	0	0	0	5	1	1	0	3	0	0	0	5	0	1	0	4	1	0	82	0	0	12	1	1	1	0	1	0	0	0	13	5	1	0	3	1	0	0	0	0	2	0	0	12	0	2	2	5	8	4	2	0	0	0	0	0	0	0	0	2	0	8	7	0	4	1	2	2	2	0	0	17	4	7	0	0	0	1	0	0	1	0	6	2	1	2	5	3	0	161	1	0	0	0	0	5	0	0	0	0	7	0	1	0	13	1	1	0	0	1	1	0	5	0	0	5	5	0	3	1	0	0	0	1	0	0	12	1	2	34	16	1	0	1	6	0	0	6	0	0	0	0	0	2	3	1	3	0	0	0	0	3	1	5	0	2	0	0	3	0	0	0	3	2	0	1	2	0	0	3	0	3	0	1	1	0	12	0	4	2	3	0	2	1	0	0	275	5	1	0	2	12	0	0	24	1	20	3	1	2	0	0	7	1	0	3	1	0	12	0	5	4	3	0	0	8	1	1	1	1	0	1	0	0	8	0	0	0	1	0	0	2	1	0	0	3	86	3	130	0	1	8	7	2	1	0	17	0	0	18	0	86	1	11	1	0	1	0	1	0	0	2	1	1	1	1	4	1	0	2	3	0	75	0	2	0	9	7	1	3	0	5	0	29	0	3	0	0	0	0	10	1	2	0	3	3	0	0	4	0	0	2	3	2	1	0	1	0	0	0	0	0	2	10	3	10	1	1	0	7	0	17	2	8	0	0	0	7	5	1	0	0	1	0	0	1	0
jaaackie.	1	0	0	2	0	0	0	2	0	0	0	2	0	3	8	0	1	1	0	0	0	0	0	0	0	0	0	0	3	1	9	1	0	7	0	0	11	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	1	0	0	0	0	0	0	9	0	0	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	4	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	1	2	0	14	6	0	0	0	10	0	0	0	0	5	1	3	5	0	0	0	0	0	0	0	14	0	0	0	2	7	0	4	2	2	3	0	1	0	0	1	0	0	0	0	3	1	0	0	0	1	2	0	6	4	0	18	0	1	0	3	1	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	3	0	7	0	0	0	0	5	1	2	8	3	0	0	0	0	1	5	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	2	0	2	0	2	2	0	0	6	0	0	4	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	1	0	5	1	1	0	1	0	0	0	0	6	0	3	0	0	1	0	7	1	0	0	0	10	0	2	5	0	4	0	0	0	1	1	0	0	0	1	0	4	0	0	1	1	7	1	12	0	0	3	0	0	1	0	2	0	0	0	3	0	0	0	1	0	3	0	0	0	2	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	1	0	0	3	0	1	1	11	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
The Ideal Copy	0	0	1	0	0	11	0	12	0	0	2	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	1	4	0	7	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	1	0	0	4	2	0	2	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	1	1	1	0	0	2	0	0	1	3	0	0	0	0	0	0	2	0	0	0	1	0	1	3	0	1	0	0	4	6	1	0	0	1	1	0	0	0	0	0	0	1	0	0	4	2	0	3	0	0	0	1	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	1	0	0	1	0	5	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	1	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	1	0	0	7	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	3	0	0	0	0	0	0	2	3	0	0	4	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
Room 19's Blog 2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Encore	23	0	1	4	0	5	1	0	3	0	2	1	1	2	1	1	6	3	2	4	2	6	0	0	0	0	4	0	1	3	0	1	5	2	0	3	0	16	4	0	1	0	6	2	0	0	10	0	0	0	0	1	1	2	0	3	0	6	2	3	0	0	0	0	4	1	2	5	9	4	1	0	0	1	2	1	0	0	12	2	1	11	0	0	0	0	0	2	11	10	5	12	0	1	0	12	0	1	0	0	1	3	1	0	0	1	0	0	2	0	0	8	20	3	1	0	2	0	2	26	1	1	0	0	0	0	1	4	0	1	2	0	0	9	1	3	0	0	9	0	0	6	3	3	0	4	5	2	7	2	0	1	0	0	0	4	0	2	0	0	1	0	12	0	1	1	0	4	0	1	0	0	12	0	1	1	0	0	15	3	1	0	0	4	0	0	3	0	7	2	0	2	0	5	2	0	0	1	0	1	2	18	0	1	0	1	10	4	0	2	3	0	3	0	2	0	0	13	0	0	0	1	3	6	0	0	3	5	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	1	3	3	4	1	1	0	15	0	1	2	1	2	5	0	1	0	0	4	1	1	0	0	0	1	0	17	8	1	2	1	0	0	19	0	3	2	0	2	0	2	0	2	1	4	0	0	0	0	6	0	19	0	0	1	0	4	1	1	1	1	0	17	19	1	0	0	2	9	1	1	0	9	0	1	3	5	0	5	0	5	0	0	1	22	0	0	8	0	1	0	2	7	20	0	0	47	0	0	0	3	2	0	0	2	0	1	0	7	9	1	0	0	2	1	0	0	0	3	1	0	0	1	1	0	10	0	7	0	0	0	32	0	0	0	0	0	0	0	26	0	0	19	0	2	0	1	0	2	1	0	41	11	2	2	0	6	2	1	0	1	0	0	4	1	1	2	0	5	54	11	0	0	5	0	1	10	1	26	0	2	2	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	10	0	4	9	0	0	0	2	2	11	0	1	28	3	4	21	0	3	0	6	0	3	0	32	0	0	1	11	0	0	4	0	0	2	14	1	1	0	1	0	0	3	5	24	1	0	2	0	1	8	0	12	5	8	0	0	0
Flatbasset	10	7	2	9	7	3	0	4	57	0	1	5	1	7	5	53	32	9	3	8	0	0	3	0	0	1	2	8	2	4	82	4	7	2	2	15	6	0	2	0	0	1	2	0	0	3	5	1	0	21	0	4	7	4	5	2	0	1	9	8	0	3	7	0	8	5	4	8	15	12	2	1	0	5	0	1	11	0	0	7	2	7	5	0	2	4	0	4	6	4	3	25	2	9	0	33	5	1	3	1	12	3	38	4	0	10	16	5	4	0	0	3	609	6	13	4	10	5	3	3	1	5	0	1	6	5	0	5	0	3	0	5	0	8	1	0	4	0	0	0	0	5	0	4	0	7	14	9	3	2	5	1	3	1	2	17	0	0	25	2	11	1	0	1	5	0	11	8	1	1	1	0	5	0	2	1	7	1	31	3	1	3	0	7	1	2	8	8	0	69	1	8	10	0	15	14	9	16	1	2	0	2	2	45	5	4	33	1	7	26	21	8	1	3	0	0	3	8	7	1	1	5	4	12	2	0	7	4	6	0	8	7	0	1	11	36	16	3	6	0	1	4	26	11	1	17	50	0	6	3	1	11	13	2	4	2	1	4	2	0	2	1	3	4	4	4	2	1	8	0	1	1	9	1	4	8	0	2	14	2	1	3	2	0	6	1	2	11	1	7	7	5	4	13	7	0	1	0	11	1	2	16	1	3	1	5	0	9	7	0	2	4	0	2	6	2	19	9	8	4	1	2	1	5	2	2	0	0	1	1	4	0	27	2	0	2	10	8	0	2	0	1	2	3	3	6	1	0	0	5	1	2	2	9	8	4	3	0	1	8	15	2	8	2	6	0	1	4	2	0	1	16	6	16	4	0	0	9	0	0	0	4	0	5	4	0	0	19	3	3	0	5	1	1	2	1	37	32	4	15	0	19	0	0	1	1	13	1	2	7	0	1	0	13	9	7	0	1	0	0	1	8	0	598	0	6	12	7	0	0	1	1	0	1	1	2	1	8	3	3	1	2	1	3	3	2	9	0	0	2	3	4	9	7	0	9	9	4	8	0	3	3	3	9	1	0	5	0	3	1	4	4	3	3	1	2	0	1	1	2	1	0	6	5	8	3	7	3	4	2	2	4	9	1	15	16	5	2	0	8
from a voice plantation	2	0	0	1	1	1	1	1	0	0	1	1	0	0	3	6	0	0	6	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	6	0	1	2	1	0	4	0	0	3	0	0	0	2	0	1	0	2	1	1	1	0	1	3	0	0	0	0	0	0	0	0	4	0	5	2	0	0	2	0	2	0	1	1	0	0	0	3	0	0	0	2	0	0	0	4	4	19	0	9	1	0	0	0	0	5	2	0	2	4	3	0	1	0	0	1	1	0	0	2	0	0	0	3	0	0	0	1	0	4	0	0	0	0	1	1	1	0	7	2	2	0	0	0	0	0	0	1	0	8	8	2	6	1	0	0	8	1	1	0	3	1	0	1	3	0	2	0	1	1	3	13	2	1	0	2	0	0	0	2	8	0	1	0	0	0	1	0	7	0	0	0	5	0	0	0	0	5	1	0	3	1	0	0	3	1	0	0	1	0	0	1	1	0	0	0	2	1	0	0	2	0	0	0	5	0	1	0	6	0	2	0	0	0	2	0	0	4	1	11	0	0	0	1	0	0	0	4	0	0	0	0	3	0	3	0	1	0	2	0	0	1	0	0	0	0	2	1	0	0	7	0	4	0	0	4	0	1	0	0	0	6	1	1	1	0	3	1	1	0	2	0	0	3	2	0	0	1	0	0	1	1	0	0	3	0	0	0	1	3	6	6	1	0	8	3	0	1	0	0	0	3	0	0	0	0	3	2	1	4	0	1	0	0	0	0	0	0	1	0	7	0	0	0	0	2	1	4	3	2	0	1	1	3	2	0	2	0	1	0	0	2	0	2	0	0	0	0	2	0	1	2	0	0	1	1	1	0	2	0	1	3	1	1	1	0	0	2	2	0	5	3	3	2	0	2	0	0	2	0	1	1	0	0	0	1	0	3	24	0	0	0	0	1	0	6	0	2	5	22	16	2	0	0	1	0	0	0	0	0	0	6	1	3	0	0	0	2	1	1	6	1	0	0	0	1	8	3	1	7	6	19	0	0	0	0	0	0	2	1	3	0	1	0	0	0	0	1	0	0	0	4	1	0	1	0	3	1	5	3	0	0	0	4	0	0	2	0	6	6	2	1	0	0
Stories From the City, Stories From the Sea	4	0	0	0	0	13	0	3	0	0	7	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	2	0	11	0	0	0	0	2	0	0	0	0	0	21	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	5	0	0	0	0	0	6	0	3	0	0	0	0	0	2	0	18	0	7	0	1	32	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	2	0	0	0	0	3	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	2	10	0	0	0	0	0	2	0	2	0	10	4	0	1	0	2	0	1	0	0	0	1	0	0	0	1	3	8	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	3	7	0	1	0	0	0	0	0	3	0	0	7	0	0	3	2	1	4	0	2	18	1	1	1	0	1	0	0	0	0	0	0	1	0	0	2	5	0	0	3	5	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	10	2	3	0	3	0	1	0	0	0	0	0	1	0	2	0	1	1	0	0	3	0	0	4	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	1	4	3	0	0	12	0	1	0	2	0	1	0	0	2	4	2	1	2	5	0	0	0	2	0	58	0	8	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	11	1	0	18	0	1	0	1	0	0	0	1	0	6	0	2	0	3	0	0	7	0	0	3	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	2	0	3	0	1	2	4	0	0	0	2	1	2	1	5	2	1	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0	0	10	0	1	0	8	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
Crashbeats	3	0	0	0	0	5	0	1	0	0	1	0	1	0	4	1	2	4	1	2	0	1	0	0	0	0	1	0	0	1	3	0	0	0	1	1	2	0	1	0	0	3	0	0	0	0	11	0	1	0	1	4	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	0	2	1	3	4	0	0	0	0	0	2	1	1	0	2	0	7	0	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	1	0	0	1	3	0	0	2	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	4	1	0	2	0	0	0	3	0	1	0	1	0	3	0	0	0	0	1	1	0	1	2	4	1	0	0	0	0	10	3	0	0	2	0	2	3	0	0	0	0	7	3	0	0	0	1	1	0	11	2	0	0	0	1	0	0	0	0	2	0	0	1	0	0	5	0	0	3	0	0	0	2	1	1	0	2	0	1	0	1	1	0	6	0	0	0	0	0	0	4	0	1	3	0	0	0	1	1	0	4	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	2	1	1	1	0	0	1	0	0	0	2	0	0	2	1	1	0	2	0	0	0	1	2	3	0	1	1	2	0	0	0	2	1	0	0	2	0	0	0	1	3	0	0	0	0	0	3	0	0	0	2	3	0	1	1	1	1	0	0	0	0	0	0	0	4	0	0	2	3	0	6	0	0	2	0	12	4	0	0	0	2	0	0	0	3	0	0	2	0	1	0	2	2	0	0	3	2	0	0	0	0	0	1	3	1	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	5	1	0	1	1	2	0	2	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	1	2	0	0	2	0	3	2	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	4	6	3	1	0	0	0	0	0	0	0	1	11	1	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	1	3	7	1	2	0	0	0	0	1	0	0	3	0	0	1	0	0	2	0	5	2	1	0	0	0
FOLK IS NOT HAPPY	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60@60 Sounding Booth	7	0	0	0	2	0	0	4	0	0	1	0	0	0	11	0	0	0	7	7	0	0	10	9	0	1	9	0	3	0	4	0	3	0	1	0	0	0	1	3	0	0	0	0	2	1	1	3	0	0	2	0	0	1	2	2	1	6	4	1	6	0	17	0	0	6	2	1	1	0	1	0	0	0	11	19	2	2	10	0	1	1	1	2	0	0	0	1	0	4	0	24	0	1	0	8	6	1	0	4	0	1	1	6	0	1	3	0	0	0	0	6	0	0	1	15	2	0	1	0	0	4	1	0	11	1	5	1	1	0	1	2	0	1	0	0	0	3	1	0	5	0	0	1	1	2	15	1	0	0	0	0	0	6	2	3	3	0	7	0	4	0	0	0	0	0	29	1	1	0	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0	6	5	2	1	0	0	0	0	1	2	1	0	2	0	0	0	0	0	5	0	0	1	1	0	1	2	1	3	0	0	8	2	1	0	0	0	0	1	1	1	3	0	1	0	0	4	0	2	1	6	0	0	0	1	0	0	0	0	1	0	11	0	3	2	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	4	0	0	0	3	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	2	1	11	8	1	1	0	5	1	0	0	5	2	0	0	35	0	1	0	0	3	0	0	3	2	0	0	3	0	5	0	0	1	0	0	1	2	0	0	0	3	0	6	0	0	9	1	0	3	0	2	0	0	0	1	0	0	1	0	0	0	9	0	0	15	1	1	0	2	2	0	0	10	0	0	1	8	0	6	2	1	5	10	0	1	7	12	0	11	2	0	1	0	0	1	0	0	0	4	0	1	0	3	2	1	4	0	1	4	3	0	2	11	1	0	0	13	6	0	0	3	1	2	0	0	0	0	2	3	3	0	0	17	0	2	8	10	2	0	0	7	3	8	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	2	0	0	0	4	0	1	4	2	5	0	0	0	7	0	0	0	1	0	5	0	1	2	0	0	2	0	1	4	1	0	0	8	0	6	3	2	0	3	0	5	1	21	1	0	0	2	4	1	2	5	1
